Category,City,Country/Region,Order Date,Year,Month,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,Memphis,United States,01-05-2019,2019,May,CA-2019-164784,38109,OFF-LA-10001569,Avery 499,South,Consumer,04-05-2019,First Class,Shipped Late,Tennessee,Labels,3,1,20,1,1,4,6
Furniture,Memphis,United States,01-05-2019,2019,May,CA-2019-164784,38109,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,South,Consumer,04-05-2019,First Class,Shipped Late,Tennessee,Tables,3,1,40,142,3,371,555
Office Supplies,Memphis,United States,01-05-2019,2019,May,CA-2019-164784,38109,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,South,Consumer,04-05-2019,First Class,Shipped Late,Tennessee,Binders,3,1,70,2,2,3,4
Technology,Amarillo,United States,01-10-2019,2019,Oct,CA-2019-111794,79109,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Central,Consumer,01-10-2019,Same Day,Shipped On Time,Texas,Accessories,0,0,20,21,3,80,119
Office Supplies,Amarillo,United States,01-10-2019,2019,Oct,CA-2019-111794,79109,OFF-PA-10000474,Easy-staple paper,Central,Consumer,01-10-2019,Same Day,Shipped On Time,Texas,Paper,0,0,20,10,1,28,42
Furniture,Los Angeles,United States,25-08-2018,2018,Aug,US-2018-139759,90045,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",West,Home Office,30-08-2018,Standard Class,Shipped Early,California,Chairs,5,6,20,5,1,41,61
Office Supplies,Los Angeles,United States,25-08-2018,2018,Aug,US-2018-139759,90045,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,West,Home Office,30-08-2018,Standard Class,Shipped Early,California,Appliances,5,6,0,30,4,106,159
Office Supplies,Lowell,United States,09-09-2017,2017,Sep,CA-2017-126403,1852,OFF-PA-10001144,Xerox 1913,East,Corporate,12-09-2017,Second Class,Shipped On Time,Massachusetts,Paper,3,3,0,80,3,166,249
Furniture,Lowell,United States,09-09-2017,2017,Sep,CA-2017-126403,1852,FUR-CH-10003761,Global Italian Leather Office Chair,East,Corporate,12-09-2017,Second Class,Shipped On Time,Massachusetts,Chairs,3,3,0,212,6,786,1177
Office Supplies,Lowell,United States,09-09-2017,2017,Sep,CA-2017-126403,1852,OFF-PA-10004665,Advantus Motivational Note Cards,East,Corporate,12-09-2017,Second Class,Shipped On Time,Massachusetts,Paper,3,3,0,13,2,26,39
Office Supplies,Lowell,United States,09-09-2017,2017,Sep,CA-2017-126403,1852,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,East,Corporate,12-09-2017,Second Class,Shipped On Time,Massachusetts,Storage,3,3,0,239,5,1326,1986
Office Supplies,San Diego,United States,03-12-2020,2020,Dec,CA-2020-136875,92024,OFF-PA-10000357,Xerox 1888,West,Consumer,03-12-2020,Same Day,Shipped On Time,California,Paper,0,0,0,80,3,166,249
Office Supplies,Asheville,United States,27-11-2020,2020,Nov,CA-2020-132185,28806,OFF-AR-10000422,Pencil and Crayon Sharpener,South,Consumer,02-12-2020,Standard Class,Shipped Early,North Carolina,Art,5,6,20,1,5,9,13
Office Supplies,Asheville,United States,27-11-2020,2020,Nov,CA-2020-132185,28806,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,South,Consumer,02-12-2020,Standard Class,Shipped Early,North Carolina,Appliances,5,6,20,4,1,44,65
Office Supplies,Pueblo,United States,21-06-2017,2017,Jun,US-2017-160780,81001,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",West,Consumer,21-06-2017,Same Day,Shipped On Time,Colorado,Binders,0,0,70,8,7,11,17
Office Supplies,Pueblo,United States,21-06-2017,2017,Jun,US-2017-160780,81001,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",West,Consumer,21-06-2017,Same Day,Shipped On Time,Colorado,Binders,0,0,70,17,2,25,38
Office Supplies,Jackson,United States,21-01-2020,2020,Jan,CA-2020-127026,49201,OFF-BI-10000546,Avery Durable Binders,Central,Home Office,27-01-2020,Standard Class,Shipped On Time,Michigan,Binders,6,6,0,7,5,14,22
Technology,Jackson,United States,21-01-2020,2020,Jan,CA-2020-127026,49201,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Central,Home Office,27-01-2020,Standard Class,Shipped On Time,Michigan,Accessories,6,6,0,112,5,620,928
Office Supplies,Jackson,United States,21-01-2020,2020,Jan,CA-2020-127026,49201,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Central,Home Office,27-01-2020,Standard Class,Shipped On Time,Michigan,Binders,6,6,0,42,4,90,134
Technology,Jackson,United States,21-01-2020,2020,Jan,CA-2020-127026,49201,TEC-MA-10002981,I.R.I.S IRISCard Anywhere 5 Card Scanner,Central,Home Office,27-01-2020,Standard Class,Shipped On Time,Michigan,Machines,6,6,10,152,3,351,526
Technology,Jackson,United States,21-01-2020,2020,Jan,CA-2020-127026,49201,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Central,Home Office,27-01-2020,Standard Class,Shipped On Time,Michigan,Phones,6,6,0,49,1,165,247
Office Supplies,Los Angeles,United States,29-06-2020,2020,Jun,CA-2020-137085,90004,OFF-BI-10000632,Satellite Sectional Post Binders,West,Consumer,06-07-2020,Standard Class,Shipped Late,California,Binders,7,6,20,102,9,313,468
Office Supplies,Thomasville,United States,06-09-2019,2019,Sep,CA-2019-133123,27360,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",South,Consumer,11-09-2019,Standard Class,Shipped Early,North Carolina,Envelopes,5,6,20,30,3,96,144
Office Supplies,Thomasville,United States,06-09-2019,2019,Sep,CA-2019-133123,27360,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,South,Consumer,11-09-2019,Standard Class,Shipped Early,North Carolina,Binders,5,6,70,2,2,3,5
Office Supplies,Peoria,United States,04-08-2019,2019,Aug,US-2019-128195,61604,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Central,Consumer,05-08-2019,First Class,Shipped On Time,Illinois,Binders,1,1,80,7,5,4,6
Office Supplies,Los Angeles,United States,12-11-2018,2018,Nov,CA-2018-153220,90032,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",West,Corporate,14-11-2018,First Class,Shipped Late,California,Paper,2,1,0,7,5,16,24
Office Supplies,Chicago,United States,30-06-2017,2017,Jun,CA-2017-123064,60653,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Central,Consumer,02-07-2017,First Class,Shipped Late,Illinois,Art,2,1,20,2,4,5,8
Office Supplies,Philadelphia,United States,04-12-2020,2020,Dec,CA-2020-156412,19134,OFF-BI-10004364,Storex Dura Pro Binders,East,Consumer,08-12-2020,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70,4,3,5,8
Office Supplies,Englewood,United States,28-08-2019,2019,Aug,US-2019-144211,80112,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,Consumer,02-09-2019,Standard Class,Shipped Early,Colorado,Paper,5,6,20,6,3,15,23
Technology,Englewood,United States,28-08-2019,2019,Aug,US-2019-144211,80112,TEC-PH-10002890,AT&T 17929 Lendline Telephone,West,Consumer,02-09-2019,Standard Class,Shipped Early,Colorado,Phones,5,6,20,8,3,109,163
Furniture,Seattle,United States,22-01-2019,2019,Jan,CA-2019-138079,98115,FUR-FU-10001475,"Contract Clock, 14"", Brown",West,Corporate,28-01-2019,Standard Class,Shipped On Time,Washington,Furnishings,6,6,0,37,5,110,165
Furniture,Hialeah,United States,15-10-2017,2017,Oct,CA-2017-143182,33012,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",South,Consumer,20-10-2017,Standard Class,Shipped Early,Florida,Furnishings,5,6,20,4,1,15,23
Office Supplies,Lancaster,United States,07-02-2019,2019,Feb,CA-2019-161662,43130,OFF-PA-10003465,Xerox 1912,East,Consumer,09-02-2019,First Class,Shipped Late,Ohio,Paper,2,1,20,11,2,30,45
Technology,Jacksonville,United States,18-03-2017,2017,Mar,CA-2017-145317,32216,TEC-MA-10003626,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,South,Home Office,23-03-2017,Standard Class,Shipped Early,Florida,Machines,5,6,50,16,4,821,1230
Technology,Jacksonville,United States,18-03-2017,2017,Mar,CA-2017-145317,32216,TEC-MA-10002412,Cisco TelePresence System EX90 Videoconferencing Unit,South,Home Office,23-03-2017,Standard Class,Shipped Early,Florida,Machines,5,6,50,1811,6,22638,33903
Office Supplies,Jacksonville,United States,18-03-2017,2017,Mar,CA-2017-145317,32216,OFF-PA-10001804,Xerox 195,South,Home Office,23-03-2017,Standard Class,Shipped Early,Florida,Paper,5,6,20,7,4,21,32
Office Supplies,Jacksonville,United States,18-03-2017,2017,Mar,CA-2017-145317,32216,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,South,Home Office,23-03-2017,Standard Class,Shipped Early,Florida,Art,5,6,20,1,3,8,12
Furniture,Jacksonville,United States,18-03-2017,2017,Mar,CA-2017-145317,32216,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,23-03-2017,Standard Class,Shipped Early,Florida,Furnishings,5,6,20,8,2,31,46
Office Supplies,Jacksonville,United States,18-03-2017,2017,Mar,CA-2017-145317,32216,OFF-FA-10003112,Staples,South,Home Office,23-03-2017,Standard Class,Shipped Early,Florida,Fasteners,5,6,20,6,3,19,28
Furniture,Jacksonville,United States,18-03-2017,2017,Mar,CA-2017-145317,32216,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",South,Home Office,23-03-2017,Standard Class,Shipped Early,Florida,Furnishings,5,6,20,15,3,122,183
Office Supplies,Baltimore,United States,24-05-2017,2017,May,CA-2017-143413,21215,OFF-PA-10002319,Xerox 1944,East,Consumer,30-05-2017,Standard Class,Shipped On Time,Maryland,Paper,6,6,0,57,3,116,174
Technology,New York City,United States,11-07-2020,2020,Jul,CA-2020-156818,10009,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Consumer,13-07-2020,Second Class,Shipped Early,New York,Accessories,2,3,0,17,6,133,199
Office Supplies,Carlsbad,United States,16-06-2020,2020,Jun,CA-2020-155873,88220,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,West,Home Office,21-06-2020,Standard Class,Shipped Early,New Mexico,Supplies,5,6,0,4,2,17,25
Office Supplies,Carlsbad,United States,16-06-2020,2020,Jun,CA-2020-155873,88220,OFF-PA-10001246,Xerox 215,West,Home Office,21-06-2020,Standard Class,Shipped Early,New Mexico,Paper,5,6,0,9,3,19,29
Office Supplies,Carlsbad,United States,16-06-2020,2020,Jun,CA-2020-155873,88220,OFF-PA-10001815,Xerox 1885,West,Home Office,21-06-2020,Standard Class,Shipped Early,New Mexico,Paper,5,6,0,92,4,192,288
Furniture,Los Angeles,United States,30-01-2018,2018,Jan,CA-2018-121797,90049,FUR-FU-10001876,"Computer Room Manger, 14""",West,Consumer,06-02-2018,Standard Class,Shipped Late,California,Furnishings,7,6,0,82,7,227,340
Technology,Los Angeles,United States,30-01-2018,2018,Jan,CA-2018-121797,90049,TEC-MA-10000488,Bady BDG101FRU Card Printer,West,Consumer,06-02-2018,Standard Class,Shipped Late,California,Machines,7,6,20,216,3,1920,2875
Office Supplies,Jacksonville,United States,11-12-2018,2018,Dec,US-2018-120572,32216,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,South,Consumer,15-12-2018,Standard Class,Shipped Early,Florida,Binders,4,6,70,9,2,13,19
Furniture,Lakewood,United States,09-10-2020,2020,Oct,CA-2020-132430,44107,FUR-FU-10003577,Nu-Dell Leatherette Frames,East,Corporate,11-10-2020,First Class,Shipped Late,Ohio,Furnishings,2,1,20,9,4,46,69
Office Supplies,Troy,United States,29-07-2020,2020,Jul,CA-2020-146031,12180,OFF-AR-10002656,Sanford Liquid Accent Highlighters,East,Consumer,01-08-2020,Second Class,Shipped On Time,New York,Art,3,3,0,22,9,60,90
Technology,Wilmington,United States,25-04-2017,2017,Apr,CA-2017-110100,28403,TEC-PH-10004531,AT&T CL2909,South,Consumer,29-04-2017,Standard Class,Shipped Early,North Carolina,Phones,4,6,20,38,3,302,453
Office Supplies,Seattle,United States,01-12-2018,2018,Dec,CA-2018-103723,98105,OFF-AR-10003251,Prang Drawing Pencil Set,West,Home Office,06-12-2018,Standard Class,Shipped Early,Washington,Art,5,6,0,6,5,14,21
Technology,New York City,United States,04-12-2017,2017,Dec,CA-2017-127187,10024,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,East,Corporate,08-12-2017,Standard Class,Shipped Early,New York,Phones,4,6,0,62,2,130,195
Technology,Columbus,United States,26-08-2020,2020,Aug,CA-2020-128475,31907,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,South,Home Office,01-09-2020,Standard Class,Shipped On Time,Georgia,Accessories,6,6,0,15,2,72,108
Technology,New York City,United States,07-09-2017,2017,Sep,CA-2017-100006,10024,TEC-PH-10002075,AT&T EL51110 DECT,East,Consumer,13-09-2017,Standard Class,Shipped On Time,New York,Phones,6,6,0,110,3,378,566
Office Supplies,Costa Mesa,United States,21-12-2020,2020,Dec,CA-2020-144827,92627,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",West,Consumer,27-12-2020,Standard Class,Shipped On Time,California,Storage,6,6,0,34,2,124,186
Furniture,Houston,United States,06-12-2017,2017,Dec,CA-2017-110030,77095,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Central,Consumer,08-12-2017,Second Class,Shipped Early,Texas,Furnishings,2,3,60,14,3,24,36
Office Supplies,Cary,United States,04-11-2017,2017,Nov,CA-2017-121286,27511,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,South,Corporate,08-11-2017,Second Class,Shipped Late,North Carolina,Fasteners,4,3,20,3,3,8,13
Office Supplies,Cary,United States,04-11-2017,2017,Nov,CA-2017-121286,27511,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,South,Corporate,08-11-2017,Second Class,Shipped Late,North Carolina,Appliances,4,3,20,5,5,58,87
Office Supplies,Alexandria,United States,14-04-2019,2019,Apr,CA-2019-164735,22304,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,South,Consumer,19-04-2019,Second Class,Shipped Late,Virginia,Storage,5,3,0,12,5,81,122
Office Supplies,Vallejo,United States,04-10-2017,2017,Oct,CA-2017-153479,94591,OFF-LA-10004689,Avery 512,West,Consumer,08-10-2017,Standard Class,Shipped Early,California,Labels,4,6,0,7,5,14,22
Office Supplies,Vallejo,United States,04-10-2017,2017,Oct,CA-2017-153479,94591,OFF-BI-10002867,GBC Recycled Regency Composition Covers,West,Consumer,08-10-2017,Standard Class,Shipped Early,California,Binders,4,6,20,31,2,96,143
Technology,Philadelphia,United States,07-11-2020,2020,Nov,CA-2020-149888,19120,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,East,Consumer,13-11-2020,Standard Class,Shipped On Time,Pennsylvania,Phones,6,6,40,72,5,360,539
Furniture,Philadelphia,United States,07-11-2020,2020,Nov,CA-2020-149888,19120,FUR-TA-10000849,Bevis Rectangular Conference Tables,East,Consumer,13-11-2020,Standard Class,Shipped On Time,Pennsylvania,Tables,6,6,40,140,4,350,525
Office Supplies,Toledo,United States,22-12-2020,2020,Dec,CA-2020-119193,43615,OFF-BI-10000848,Angle-D Ring Binders,East,Consumer,24-12-2020,First Class,Shipped Late,Ohio,Binders,2,1,70,1,1,2,2
Technology,Toledo,United States,22-12-2020,2020,Dec,CA-2020-119193,43615,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,24-12-2020,First Class,Shipped Late,Ohio,Phones,2,1,40,94,7,630,943
Office Supplies,Seattle,United States,13-02-2020,2020,Feb,CA-2020-104801,98105,OFF-AR-10001547,Newell 311,West,Consumer,19-02-2020,Standard Class,Shipped On Time,Washington,Art,6,6,0,2,3,7,10
Technology,Seattle,United States,13-02-2020,2020,Feb,CA-2020-104801,98105,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,West,Consumer,19-02-2020,Standard Class,Shipped On Time,Washington,Accessories,6,6,0,344,4,800,1198
Furniture,Seattle,United States,13-02-2020,2020,Feb,CA-2020-104801,98105,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",West,Consumer,19-02-2020,Standard Class,Shipped On Time,Washington,Furnishings,6,6,0,22,1,108,161
Technology,Plainfield,United States,02-07-2017,2017,Jul,CA-2017-107594,7060,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",East,Consumer,06-07-2017,Standard Class,Shipped Early,New Jersey,Phones,4,6,0,20,2,74,111
Office Supplies,Plainfield,United States,02-07-2017,2017,Jul,CA-2017-107594,7060,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,East,Consumer,06-07-2017,Standard Class,Shipped Early,New Jersey,Art,4,6,0,2,1,6,8
Office Supplies,Las Cruces,United States,21-02-2018,2018,Feb,CA-2018-129770,88001,OFF-PA-10000249,Easy-staple paper,West,Consumer,23-02-2018,Second Class,Shipped Early,New Mexico,Paper,2,3,0,23,4,49,74
Technology,Newark,United States,13-11-2018,2018,Nov,CA-2018-115798,19711,TEC-PH-10003691,BlackBerry Q10,East,Consumer,19-11-2018,Standard Class,Shipped On Time,Delaware,Phones,6,6,0,94,3,378,566
Office Supplies,Newark,United States,13-11-2018,2018,Nov,CA-2018-115798,19711,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",East,Consumer,19-11-2018,Standard Class,Shipped On Time,Delaware,Paper,6,6,0,20,7,42,63
Furniture,Newark,United States,13-11-2018,2018,Nov,CA-2018-115798,19711,FUR-BO-10004467,Bestar Classic Bookcase,East,Consumer,19-11-2018,Standard Class,Shipped On Time,Delaware,Bookcases,6,6,0,57,3,300,449
Technology,Newark,United States,13-11-2018,2018,Nov,CA-2018-115798,19711,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,East,Consumer,19-11-2018,Standard Class,Shipped On Time,Delaware,Phones,6,6,0,43,2,90,135
Office Supplies,Hoover,United States,16-04-2020,2020,Apr,CA-2020-122707,35244,OFF-SU-10000157,Compact Automatic Electric Letter Opener,South,Corporate,18-04-2020,First Class,Shipped Late,Alabama,Supplies,2,1,0,10,4,477,715
Technology,Hoover,United States,16-04-2020,2020,Apr,CA-2020-122707,35244,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,South,Corporate,18-04-2020,First Class,Shipped Late,Alabama,Accessories,2,1,0,2,2,26,39
Office Supplies,Newark,United States,25-02-2019,2019,Feb,CA-2019-165015,43055,OFF-EN-10003134,Staple envelope,East,Consumer,27-02-2019,Second Class,Shipped Early,Ohio,Envelopes,2,3,20,18,5,47,70
Furniture,San Diego,United States,04-11-2017,2017,Nov,CA-2017-149244,92037,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",West,Consumer,08-11-2017,Standard Class,Shipped Early,California,Furnishings,4,6,0,13,2,35,53
Furniture,San Francisco,United States,20-06-2018,2018,Jun,CA-2018-140144,94122,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",West,Corporate,25-06-2018,Second Class,Shipped Late,California,Furnishings,5,3,0,100,6,258,386
Technology,San Francisco,United States,20-06-2018,2018,Jun,CA-2018-140144,94122,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,West,Corporate,25-06-2018,Second Class,Shipped Late,California,Phones,5,3,20,47,3,126,189
Technology,Jacksonville,United States,07-08-2020,2020,Aug,CA-2020-163321,28540,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,South,Consumer,11-08-2020,Second Class,Shipped Late,North Carolina,Accessories,4,3,20,22,1,80,120
Furniture,Franklin,United States,12-05-2017,2017,May,CA-2017-155887,2038,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",East,Consumer,17-05-2017,Standard Class,Shipped Early,Massachusetts,Tables,5,6,30,130,3,700,1048
Technology,Frisco,United States,22-11-2018,2018,Nov,US-2018-165449,75034,TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,Central,Home Office,26-11-2018,Standard Class,Shipped Early,Texas,Accessories,4,6,20,1,4,27,41
Office Supplies,Tallahassee,United States,04-12-2018,2018,Dec,CA-2018-110247,32303,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,South,Consumer,08-12-2018,Standard Class,Shipped Early,Florida,Binders,4,6,70,6,3,8,12
Furniture,Seattle,United States,08-06-2017,2017,Jun,US-2017-141257,98115,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",West,Consumer,14-06-2017,Standard Class,Shipped On Time,Washington,Chairs,6,6,20,73,3,586,877
